1995,5,361.912498
1995,6,361.360008
1995,7,359.279991
1995,8,357.467499
1995,9,358.025002
1995,10,359.030006
1995,11,360.964996
1995,12,362.072502
1996,1,362.5
1996,2,363.049995
1996,3,363.310005
1996,4,363.252495
1996,5,363.847496
1996,6,363.394997
1996,7,361.562508
1996,8,359.785004
1996,9,359.0075
1996,10,360.729996
1996,11,361.969994
1996,12,363.042503
1997,1,363.905006
1997,2,364.147499
1997,3,364.240005
1997,4,364.777496
1997,5,364.764999
1997,6,363.970001
1997,7,362.087494
1997,8,360.172501
1997,9,360.494995
1997,10,361.783325
1997,11,363.937492
1997,12,364.75499
1998,1,365.402496
1998,2,365.762497
1998,3,366.219994
1998,4,366.715004
1998,5,368.226664
1998,6,367.509989
1998,7,365.07
1998,8,363.427498
1998,9,363.900009
1998,10,365.362495
1998,11,366.710007
1998,12,368.139999
1999,1,368.739998
1999,2,368.939995
1999,3,368.9925
1999,4,369.610001
1999,5,369.730003
1999,6,369.255005
1999,7,366.517494
1999,8,364.684998
1999,9,364.640007
1999,10,366.202499
1999,11,368.017502
1999,12,368.997498
2000,1,369.999992
2000,2,370.397507
2000,3,370.224998
2000,4,370.644997
2000,5,370.642494
2000,6,369.817497
2000,7,367.959999
2000,8,366.459999
2000,9,366.802498
2000,10,368.322495
2000,11,369.429993
2000,12,370.199997
2001,1,371.127502
2001,2,371.605003
2001,3,371.792496
2001,4,372.212502
2001,5,372.242508
2001,6,371.797501
2001,7,369.932495
2001,8,367.685005
2001,9,368.010002
2001,10,369.352493
2001,11,371.177498
2001,12,372.130005
2002,1,373.022499
2002,2,373.149994
2002,3,373.3298382
2002,4,373.5096823
2002,5,373.6895265
2002,6,373.8693706
2002,7,374.0492148
2002,8,374.229059
2002,9,374.4089031
2002,10,374.5887473
2002,11,374.7685914
2002,12,374.9484356
2003,1,375.1282798
2003,2,375.3081239
2003,3,375.4879681
2003,4,375.6678122
2003,5,375.8476564
2003,6,376.0275006
2003,7,376.2073447
2003,8,376.3871889
2003,9,376.567033
2003,10,376.7468772
2003,11,376.9267213
2003,12,377.1065655
2004,1,377.2864097
2004,2,377.4662538
2004,3,377.646098
2004,4,377.8259421
2004,5,378.0057863
2004,6,378.1856305
2004,7,378.3654746
2004,8,378.5453188
2004,9,378.7251629
2004,10,378.9050071
2004,11,379.0848513
2004,12,379.2646954
2005,1,379.4445396
2005,2,379.6243837
2005,3,379.8042279
2005,4,379.9840721
2005,5,380.1639162
2005,6,380.3437604
2005,7,380.5236045
2005,8,380.7034487
2005,9,380.8832929
2005,10,381.063137
2005,11,381.2429812
2005,12,381.4228253
2006,1,381.6026695
2006,2,381.7825137
2006,3,381.9623578
2006,4,382.142202
2006,5,382.3220461
2006,6,382.5018903
2006,7,382.6817345
2006,8,382.8615786
2006,9,383.0414228
2006,10,383.2212669
2006,11,383.4011111
2006,12,383.5809552
2007,1,383.7607994
2007,2,383.9406436
2007,3,384.1204877
2007,4,384.3003319
2007,5,384.480176
2007,6,384.6600202
2007,7,384.8398644
2007,8,385.0197085
2007,9,385.1995527
2007,10,385.3793968
2007,11,385.559241
2007,12,385.7390852
2008,1,385.9189293
2008,2,386.0987735
2008,3,386.2786176
2008,4,386.4584618
2008,5,386.638306
2008,6,386.8181501
2008,7,386.9979943
2008,8,387.1778384
2008,9,387.3576826
2008,10,387.5375268
2008,11,387.7173709
2008,12,387.8972151
2009,1,388.0770592
2009,2,388.2569034
2009,3,388.4367476
2009,4,388.6165917
2009,5,388.7964359
2009,6,388.97628
2009,7,389.1561242
2009,8,389.3359683
2009,9,389.5158125
2009,10,389.6956567
2009,11,389.8755008
2009,12,390.055345
2010,1,390.2351891
2010,2,390.4150333
2010,3,390.5948775
2010,4,390.7747216
2010,5,390.9545658
2010,6,391.1344099
2010,7,391.3142541
2010,8,391.4940983
2010,9,391.6739424
2010,10,391.8537866
2010,11,392.0336307
2010,12,392.2134749
2011,1,392.3933191
2011,2,392.5731632
2011,3,392.7530074
2011,4,392.9328515
2011,5,393.1126957
2011,6,393.2925399
2011,7,393.472384
2011,8,393.6522282
2011,9,393.8320723
2011,10,394.0119165
2011,11,394.1917607
2011,12,394.3716048
2012,1,394.551449
2012,2,394.7312931
2012,3,394.9111373
2012,4,395.0909815
2012,5,395.2708256
2012,6,395.4506698
2012,7,395.6305139
2012,8,395.8103581
2012,9,395.9902022
2012,10,396.1700464
2012,11,396.3498906
2012,12,396.5297347
2013,1,396.7095789
2013,2,396.889423
2013,3,397.0692672
2013,4,397.2491114
2013,5,397.4289555
2013,6,397.6087997
2013,7,397.7886438
2013,8,397.968488
2013,9,398.1483322
2013,10,398.3281763
2013,11,398.5080205
2013,12,398.6878646
2014,1,398.8677088
2014,2,399.047553
2014,3,399.2273971
2014,4,399.4072413
2014,5,399.5870854
2014,6,399.7669296
2014,7,399.9467738
2014,8,400.1266179
2014,9,400.3064621
2014,10,400.4863062
2014,11,400.6661504
2014,12,400.8459946
2015,1,401.0258387
2015,2,401.2056829
2015,3,401.385527
2015,4,401.5653712
2015,5,401.7452154
2015,6,401.9250595
2015,7,402.1049037
2015,8,402.2847478
2015,9,402.464592
2015,10,402.6444361
2015,11,402.8242803
2015,12,403.0041245
2016,1,403.1839686
2016,2,403.3638128
2016,3,403.5436569
2016,4,403.7235011
2016,5,403.9033453
2016,6,404.0831894
2016,7,404.2630336
2016,8,404.4428777
2016,9,404.6227219
2016,10,404.8025661
2016,11,404.9824102
2016,12,405.1622544
2017,1,405.3420985
2017,2,405.5219427
2017,3,405.7017869
2017,4,405.881631
2017,5,406.0614752
2017,6,406.2413193
2017,7,406.4211635
2017,8,406.6010077
2017,9,406.7808518
2017,10,406.960696
2017,11,407.1405401
2017,12,407.3203843
2018,1,407.5002285
2018,2,407.6800726
2018,3,407.8599168
2018,4,408.0397609
2018,5,408.2196051
2018,6,408.3994492
2018,7,408.5792934
2018,8,408.7591376
2018,9,408.9389817
2018,10,409.1188259
2018,11,409.29867
2018,12,409.4785142
2019,1,409.6583584
2019,2,409.8382025
2019,3,410.0180467
2019,4,410.1978908
2019,5,410.377735
2019,6,410.5575792
2019,7,410.7374233
2019,8,410.9172675
2019,9,411.0971116
2019,10,411.2769558
2019,11,411.4568
2019,12,411.6366441
2020,1,411.8164883
2020,2,411.9963324
2020,3,412.1761766
2020,4,412.3560208
2020,5,412.5358649
2020,6,412.7157091
2020,7,412.8955532
2020,8,413.0753974
2020,9,413.2552416
2020,10,413.4350857
2020,11,413.6149299
2020,12,413.794774
2021,1,413.9746182
2021,2,414.1544624
2021,3,414.3343065
2021,4,414.5141507
2021,5,414.6939948
2021,6,414.873839
2021,7,415.0536831
2021,8,415.2335273
2021,9,415.4133715
2021,10,415.5932156
2021,11,415.7730598
2021,12,415.9529039
