1980,1,338.377502
1980,2,338.565002
1980,3,339.360001
1980,4,339.517494
1980,5,339.784996
1980,6,339.80751
1980,7,338.209999
1980,8,336.467499
1980,9,336.012505
1980,10,337.740005
1980,11,338.627502
1980,12,339.707497
1981,1,340.110001
1981,2,340.860001
1981,3,340.877495
1981,4,341.747498
1981,5,342.019997
1981,6,341.444992
1981,7,339.355003
1981,8,337.245003
1981,9,337.379997
1981,10,338.657501
1981,11,339.909996
1981,12,340.9375
1982,1,341.752502
1982,2,342.387505
1982,3,342.625
1982,4,342.867508
1982,5,343.1875
1982,6,342.482498
1982,7,340.707504
1982,8,338.567497
1982,9,338.144997
1982,10,339.227501
1982,11,340.517509
1982,12,341.43
1983,1,342.242493
1983,2,342.447502
1983,3,342.917496
1983,4,343.605003
1983,5,345.299998
1983,6,344.027504
1983,7,342.397499
1983,8,340.295006
1983,9,340.145004
1983,10,341.552505
1983,11,343.422493
1983,12,343.772499
1984,1,345.240005
1984,2,345.5625
1984,3,345.527504
1984,4,345.980003
1984,5,346.084999
1984,6,345.482498
1984,7,343.687492
1984,8,341.682495
1984,9,341.8125
1984,10,342.777504
1984,11,343.924995
1984,12,345.400009
1985,1,345.805
1985,2,346.052505
1985,3,346.649994
1985,4,347.080002
1985,5,347.657494
1985,6,346.822502
1985,7,345.162498
1985,8,343.204994
1985,9,343.002502
1985,10,344.010002
1985,11,345.567505
1985,12,346.729996
1986,1,347.165001
1986,2,347.7425
1986,3,348.2575
1986,4,348.57
1986,5,348.767494
1986,6,348.4375
1986,7,346.532501
1986,8,344.585007
1986,9,344.767502
1986,10,345.692497
1986,11,346.940002
1986,12,347.829994
1987,1,348.677498
1987,2,348.860001
1987,3,349.392502
1987,4,349.73999
1987,5,350.412498
1987,6,349.847496
1987,7,348.380005
1987,8,346.227501
1987,9,345.942497
1987,10,347.949997
1987,11,348.789993
1987,12,349.974998
1988,1,350.847504
1988,2,351.612495
1988,3,351.872498
1988,4,352.802505
1988,5,352.447502
1988,6,352.004997
1988,7,350.304993
1988,8,348.517502
1988,9,348.525002
1988,10,349.94751
1988,11,351.520004
1988,12,352.722496
1989,1,353.967499
1989,2,353.517502
1989,3,353.920006
1989,4,354.414993
1989,5,354.487503
1989,6,353.812508
1989,7,351.957497
1989,8,349.877502
1989,9,349.875
1989,10,351.272499
1989,11,352.857498
1989,12,353.895004
1990,1,354.557495
1990,2,355
1990,3,356.253326
1990,4,356.370005
1990,5,355.470001
1990,6,354.570007
1990,7,352.610001
1990,8,351.18
1990,9,351.034988
1990,10,352.5
1990,11,354.1175
1990,12,355.022491
1991,1,355.797501
1991,2,356.280006
1991,3,356.394997
1991,4,356.789993
1991,5,356.914993
1991,6,356.275002
1991,7,354.445
1991,8,352.345001
1991,9,352.192497
1991,10,353.892494
1991,11,355.220001
1991,12,356.195007
1992,1,356.580002
1992,2,356.857498
1992,3,357.237503
1992,4,357.575005
1992,5,357.860001
1992,6,357.327499
1992,7,355.162498
1992,8,353.249992
1992,9,352.907501
1992,10,354.565002
1992,11,355.599991
1992,12,356.925003
1993,1,357.542503
1993,2,357.412506
1993,3,358.202499
1993,4,358.114998
1993,5,358.340004
1993,6,357.727509
1993,7,355.147491
1993,8,354.065002
1993,9,353.917496
1993,10,355.049995
1993,11,356.689995
1993,12,357.584999
1994,1,358.385002
1994,2,359.130005
1994,3,359.615005
1994,4,359.825005
1994,5,359.815002
1994,6,359.389999
1994,7,357.282501
1994,8,355.527512
1994,9,355.537491
1994,10,357.227501
1994,11,358.735001
1994,12,360.052498
1995,1,360.345001
1995,2,361.162498
1995,3,361.459991
1995,4,361.88501
